Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status,Metafield: custom.bh_concern [string],Metafield: custom.bh_gender [string],Metafield: custom.bh_segment [string],Metafield: custom.bh_score [integer],Metafield: custom.bh_follow_up [string]
hair-growth-serum-roll-on,"3% Redensyl, 3% Rosemary, 2% Anagain Advanced Hair Growth Serum Roll On (25ml)","<b> Did you know 8/10 women experience hair fall in addition to hair thinning? <br/> If you are struggling with the same, we have a better solution for you: <u><a href= https://bebodywise.com/product/",Be Bodywise,,Hair,"hair, rosemary, roll on, serum, bestseller, thinning, bestseller_hair, Be Bodywise, hair",TRUE,Title,Default Title,hair-growth-serum-roll-on,0,shopify,100,continue,manual,448,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_HGRO_b9ytvj.jpg?tr=w-600,1,"3% Redensyl, 3% Rosemary, 2% Anagain Advanced Hair Growth Serum Roll On (25ml)",FALSE,"3% Redensyl, 3% Rosemary, 2% Anagain Advanced Hair Growth Serum Roll On (25ml)",,,,,,new,FALSE,,,,,,,g,,,TRUE,448,,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,"rosemary,roll on,serum,bestseller,thinning,bestseller_hair"
hair-growth-pack-pcos-xp,Hair Growth Pack for PCOS (30 days),"<p>For <b> Stage 2 Hair Fall caused by PCOS, </b> use: <br/><br/>👉<b>Gummies: </b> Contains <b>Inositol, Biotin, & Multivitamins,</b> which will give you the right nutrition to fight hair fall & regulate</p>",Be Bodywise,,Hormones,"hormones, straight, wavy, curly, oily, sensitive, combination, Be Bodywise, hormones",TRUE,Title,Default Title,hair-growth-pack-pcos-xp,0,shopify,100,continue,manual,1299,2361,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hair-growth-pack-pcos-xp/4%25AHABHARollOn%20copyv_8k8icm.jpg?tr=w-600,1,Hair Growth Pack for PCOS (30 days),FALSE,Hair Growth Pack for PCOS (30 days),,,,,,new,FALSE,,,,,,,g,,,TRUE,1299,2361,active,hormones,female,"female-18-25,female-25-35,female-35-plus",70,"straight,wavy,curly,oily,sensitive,combination"
intense-dandruff-kit,Intense Dandruff Kit,"<p>While the shampoo only addresses your <b>surface level issue</b>, dandruff is more than that. It is rooted in variety of factors like excess oil production due to physical activities, inflammations et</p>",Be Bodywise,,Hair,"hair, kit of 2, ketoconazole, shampoo, serum, dandruff, Be Bodywise, hair",TRUE,Title,Default Title,intense-dandruff-kit,0,shopify,100,continue,manual,699,751,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_IntenseDandruffKit_1jcmwd.jpg?tr=w-600,1,Intense Dandruff Kit,FALSE,Intense Dandruff Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,699,751,active,hair,female,"female-18-25,female-25-35,female-35-plus",79,"kit of 2,ketoconazole,shampoo,serum,dandruff"
hair-health-gummies-60n,Hair Health Gummies (60 N),"<p>Recommended solution for <b>Stage 1 Hair Loss </b><br/><br/> Specially made for <b> 👩🏻‍🍼breastfeeding mothers </b> suffering from <b> post-pregnancy hair fall,</b> Be Bodywise Hair Gummies are packed </p>",Be Bodywise,,Hair,"hair, straight, wavy, curly, coloured, chemically treated, tangled hair, Be Bodywise, hair",TRUE,Title,Default Title,hair-health-gummies-60n,0,shopify,100,continue,manual,899,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hair-health-gummies-60n/4%25AHABHARollOn%20copy%206%20%281%29_4bvrp4.jpg?tr=w-600,1,Hair Health Gummies (60 N),FALSE,Hair Health Gummies (60 N),,,,,,new,FALSE,,,,,,,g,,,TRUE,899,,active,hair,female,"female-18-25,female-25-35,female-35-plus",84,"straight,wavy,curly,coloured,chemically treated,tangled hair"
hair-growth-serum-roll-on-xp-2,Advanced Hair Growth Serum Roll-On (25ml),<p>Hair Growth Serum Roll-On is <b>India's first hair treatment with a roll-on applicator for mess-free application</b><br/><br/>With 23% Hair Growth Actives<br/>This serum is infused with <b>3% Rosemary</p>,Be Bodywise,,Hair,"hair, Be Bodywise, hair",TRUE,Title,Default Title,hair-growth-serum-roll-on-xp-2,0,shopify,100,continue,manual,549,596,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hair-growth-serum-pp-roll-on/Hair%20Growth%20Roll%20On_2i8io4.jpg?tr=w-600,1,Advanced Hair Growth Serum Roll-On (25ml),FALSE,Advanced Hair Growth Serum Roll-On (25ml),,,,,,new,FALSE,,,,,,,g,,,TRUE,549,596,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,
hair-growth-serum-roll-on-2-months-xp,Advanced Hair Growth Serum Roll-On (2 months),<b>Real hair growth starts at 8-12 weeks with consistent use of hair serum.</b><br/><br/><b>India’s first hair growth serum with 23% Hair Growth Actives and roll on applicator for mess-free applicatio,Be Bodywise,,Hair,"hair, kit of 2, rosemary, kit, serum, roll on, thinning, Be Bodywise, hair",TRUE,Title,Default Title,hair-growth-serum-roll-on-2-months-xp,0,shopify,100,continue,manual,948,1185,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_HGRO_2x_g06nz5.jpg?tr=w-600,1,Advanced Hair Growth Serum Roll-On (2 months),FALSE,Advanced Hair Growth Serum Roll-On (2 months),,,,,,new,FALSE,,,,,,,g,,,TRUE,948,1185,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,"kit of 2,rosemary,kit,serum,roll on,thinning"
anti-dandruff-kit,Anti- Dandruff Kit,"<p>Want to go <b>dandruff-free?</b><br/>Try this kit & see visible results in <b>2 washes!</b><br/><br/>1️⃣ Anti-dandruff shampoo contains <b> 1% Ketoconazole & 1% Salicylic Acid, </b> the most effective</p>",Be Bodywise,,Hair,"hair, straight, wavy, curly, dandruff, advanced hair thinning, severe hair fall & thinning, Be Bodywise, hair",TRUE,Title,Default Title,anti-dandruff-kit,0,shopify,100,continue,manual,429,858,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/anti-dandruff-kit/SM%20ADS_87d9q1.jpg?tr=w-600,1,Anti- Dandruff Kit,FALSE,Anti- Dandruff Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,429,858,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,"straight,wavy,curly,dandruff,advanced hair thinning,severe hair fall & thinning"
niacinamide-lotion-deal,Niacinamide body lotion,<b>▶ Repairs moisture barrier: </b>Niacinamide & aloe assist in keeping the natural barrier of the skin healthy & repairing compromised barrier<br/><br/><b>▶ Reduces acne marks & blemishes: </b> 10% N,Be Bodywise,,Skin,"skin, normal, oily, sensitive, combination, pores / blackheads / whiteheads, acne / pimples, Be Bodywise, skin",TRUE,Title,Default Title,niacinamide-lotion-deal,0,shopify,100,continue,manual,349,498,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1658497292/staging/products/niacinamide-body-lotion/CAROUSEL/0-1.png?tr=w-800,1,Niacinamide body lotion,FALSE,Niacinamide body lotion,,,,,,new,FALSE,,,,,,,g,,,TRUE,349,498,active,skin,female,"female-18-25,female-25-35,female-35-plus",78,"normal,oily,sensitive,combination,pores / blackheads / whiteheads,acne / pimples"
ice-roller-deal,Ice Roller (1 N),"<p>Be Bodywise <b>Ice Roller is here to refresh and relax your skin, giving you a perfect pick-me-up whenever needed!</b>🧊<br/><br/>Use consistently for at least 3 months for best results<br/>😁Reduces fa</p>",Be Bodywise,,Skin,"skin, oily, sensitive, combination, pores / blackheads / whiteheads, pores / blackheads / whiteheads, acne / pimples, Be Bodywise, skin",TRUE,Title,Default Title,ice-roller-deal,0,shopify,100,continue,manual,349,498,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/ice-roller/Artboard%201%20%288%29_a8kf19.jpg?tr=w-600,1,Ice Roller (1 N),FALSE,Ice Roller (1 N),,,,,,new,FALSE,,,,,,,g,,,TRUE,349,498,active,skin,female,"female-18-25,female-25-35,female-35-plus",70,"oily,sensitive,combination,pores / blackheads / whiteheads,pores / blackheads / whiteheads,acne / pimples"
collagen-health-deal,Collagen Skin Gummies,"<br/><b>Reduces fine lines and wrinkles: </b> Collagen is a protein produced within our body, but that process slows down with age. This reduction of collagen causes a loss in elasticity resulting in",Be Bodywise,,Skin,"skin, fine lines and wrinkles, dry, normal, face, normal | combination | oily | dry, face, Be Bodywise, skin",TRUE,Title,Default Title,collagen-health-deal,0,shopify,100,continue,manual,699,998,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/collagen-health-deal/Artboard%201%20copy%202_3k7jpo.jpg?tr=w-600,1,Collagen Skin Gummies,FALSE,Collagen Skin Gummies,,,,,,new,FALSE,,,,,,,g,,,TRUE,699,998,active,skin,female,"female-18-25,female-25-35,female-35-plus",78,"fine lines and wrinkles,dry,normal,face,normal | combination | oily | dry,face"
hyaluronic-ceramide-deal,Hyaluronic & Ceramide Body Wash,<p>Say hello to <b>boost of hydration</b> & <b>plump skin</b> in a bottle🤩 <br/><br/>Our Hyaluronic Acid Body Wash helps you to:<br/><br/>💙 <b>Intensely hydrate & revive dry skin</b>: Hyaluronic Acid pul</p>,Be Bodywise,,Skin,"skin, Be Bodywise, skin",TRUE,Title,Default Title,hyaluronic-ceramide-deal,0,shopify,100,continue,manual,199,398,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hyaluronic-acid-body-wash/Product_Hero%20copy_klci48.jpg?tr=w-600,1,Hyaluronic & Ceramide Body Wash,FALSE,Hyaluronic & Ceramide Body Wash,,,,,,new,FALSE,,,,,,,g,,,TRUE,199,398,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,
niacinamide-body-wash-700,5% Niacinamide Body Wash - 700 ml,<p>Want your skin to glow and be hydrated <b>all winter</b>? 🤩<br/><br/>Our 5% Niacinamide Body Wash is <b>100% safe</b> with <b>0 Parabens</b> & <b>0 Silicones</b>. It helps to:</b><br/><br/><b>🌟 Protec</p>,Be Bodywise,,Skin,"skin, niacinamide, bodywash, dull-dry-skin, Be Bodywise, skin",TRUE,Title,Default Title,niacinamide-body-wash-700,0,shopify,100,continue,manual,699,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_NiaBW700ml_j5lf1i.jpg?tr=w-600,1,5% Niacinamide Body Wash - 700 ml,FALSE,5% Niacinamide Body Wash - 700 ml,,,,,,new,FALSE,,,,,,,g,,,TRUE,699,,active,skin,female,"female-18-25,female-25-35,female-35-plus",78,"niacinamide,bodywash,dull-dry-skin"
brow-lash-serum,Brow & Lash Growth Serum,"<p>Dual-purpose, <b>100% eye-safe serum</b> to improve density and thickness of brows and eyelashes for fuller-looking eyes<br/><br/>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,"lashld,serum,anagain,aminexil,redensyl,brow and lash growth"
👉<b>Promotes growth</b>: A potent mix of Anagain,Aminexil,"and Rede</p>,Be Bodywise,,Skin,skin",lashld,serum,anagain,aminexil,redensyl,brow and lash growth,Be Bodywise,"skin,TRUE,Title,Default Title,brow-lash-serum,0,shopify,100,continue,manual,399,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_Brow%26LashSerum_2p1r87.jpg?tr=w-600,1,Brow & Lash Growth Serum,FALSE,Brow & Lash Growth Serum,,,,,,new,FALSE,,,,,,,g,,,TRUE,399,,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-bodywash-deal,Hyaluronic & Ceramide Bodywash,<p>Say hello to <b>boost of hydration</b> & <b>plump skin</b> in a bottle🤩 <br/><br/>Our Hyaluronic Acid Body Wash helps you to:<br/><br/>💙 <b>Intensely hydrate & revive dry skin</b>: Hyaluronic Acid pul</p>,Be Bodywise,,Skin,"skin, oily, sensitive, combination, pores / blackheads / whiteheads, pores / blackheads / whiteheads, acne / pimples, Be Bodywise, skin",TRUE,Title,Default Title,hyaluronic-bodywash-deal,0,shopify,100,continue,manual,249,395,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hyaluronic-acid-body-wash/Product_Hero%20copy_klci48.jpg?tr=w-600,1,Hyaluronic & Ceramide Bodywash,FALSE,Hyaluronic & Ceramide Bodywash,,,,,,new,FALSE,,,,,,,g,,,TRUE,249,395,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,"oily,sensitive,combination,pores / blackheads / whiteheads,pores / blackheads / whiteheads,acne / pimples"
body-pigmentation-deal,Body Pigmentartion Reduction Pack,"<p>Body Pigmentation Pack is a non-greasy formulation packed with<b> Lactic Acid, Urea, Niacinamide and  Aloe Vera extract! 💯</b><br/><br/>➡️ Contains <b> 5% Niacinamide Bodywash & Pigmentation Repair Cr</p>",Be Bodywise,,Skin,"skin, normal, oily, sensitive, combination, pores / blackheads / whiteheads, acne / pimples, Be Bodywise, skin",TRUE,Title,Default Title,body-pigmentation-deal,0,shopify,100,continue,manual,699,1043,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/body-pigmentation-pack/Artboard%201%20%287%29_9gmbrx.jpg?tr=w-600,1,Body Pigmentartion Reduction Pack,FALSE,Body Pigmentartion Reduction Pack,,,,,,new,FALSE,,,,,,,g,,,TRUE,699,1043,active,skin,female,"female-18-25,female-25-35,female-35-plus",70,"normal,oily,sensitive,combination,pores / blackheads / whiteheads,acne / pimples"
4-aha-bha-underarm-rollon-75,4% AHA BHA Roll On - 75 ml,<p>Want to feel fresh & <b>odour-free</b> all day?🤩 <br/><br/>Our 4% AHA BHA Underarm Roll On is <b>100% safe</b> with <b>0% Alcohol</b> & <b>0% Aluminium</b>. It helps to: <br/><br/>🌟 <b> Control body o</p>,Be Bodywise,,Skin,"skin, aha bha, roll on, underarms, Be Bodywise, skin",TRUE,Title,Default Title,4-aha-bha-underarm-rollon-75,0,shopify,100,continue,manual,499,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_UARO_Flora_75ml_ktiuiw.jpg?tr=w-600,1,4% AHA BHA Roll On - 75 ml,FALSE,4% AHA BHA Roll On - 75 ml,,,,,,new,FALSE,,,,,,,g,,,TRUE,499,,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,"aha bha,roll on,underarms"
hydration-sampler-deal,Skin Hydration Sampler kit,"<br/><b>Strawberry Skin & Body Pigmentation Sampler kit works to reduce bumps and pigmentation.🌟</b><br/><br/><b>1% Salicylic Acid Body Wash</b>: Exfoliates and removes dead skin cells, thereby unclog",Be Bodywise,,Skin,"skin, Be Bodywise, skin",TRUE,Title,Default Title,hydration-sampler-deal,0,shopify,100,continue,manual,249,355,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/strawberry-skin-body-pigmentation-sampler-kit/For%20%284%29_be705q.png?tr=w-600,1,Skin Hydration Sampler kit,FALSE,Skin Hydration Sampler kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,249,355,active,skin,female,"female-18-25,female-25-35,female-35-plus",70,
snail-mucin-deal,Snail 96 Mucin Serum (100ml),<br/>🤔Wondering why is snail mucin so <b>hyped</b>?</b><br/><br/>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,"active acne & marks - dry skin,fine lines & wrinkles,dry skin,oily skin,normal | combination skin,anti - ageing routine"
➡️Snail secretion ingredients are similar to those of human skin. Just how snail mucin protect's snail's skin,"<b>it can protect huma,Be Bodywise,,Skin,skin",active acne & marks - dry skin,fine lines & wrinkles,dry skin,oily skin,normal | combination skin,anti - ageing routine,Be Bodywise,"skin,TRUE,Title,Default Title,snail-mucin-deal,0,shopify,100,continue,manual,599,894,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/snail-96-mucin-serum/Product_Hero%20%287%29_jsd4p5.jpg?tr=w-600,1,Snail 96 Mucin Serum (100ml),FALSE,Snail 96 Mucin Serum (100ml),,,,,,new,FALSE,,,,,,,g,,,TRUE,599,894,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-salicylic-acid-facewash-deal,1% Salicylic Acid Face Wash (Foam-Based),"<p>If your acne is <b>mild (whiteheads & blackheads)</b> and occasional, then our 1% Salicylic acid facewash can help<br/><br/>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",86,"blackheads,active acne & marks - combination skin,active acne & marks - dry skin,active acne & marks,dry skin,normal | combination skin"
It works by: ⬇️<br/><br/>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"✅<b>Exfoliating dead skin cells</b>: Glycolic A</p>,Be Bodywise,,Skin,skin",blackheads,active acne & marks - combination skin,active acne & marks - dry skin,active acne & marks,dry skin,normal | combination skin,Be Bodywise,"skin,TRUE,Title,Default Title,1-salicylic-acid-facewash-deal,0,shopify,100,continue,manual,199,343,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/acne-control-wash/1_Product_Hero-1_5zd4hj.jpg?tr=w-600,1,1% Salicylic Acid Face Wash (Foam-Based),FALSE,1% Salicylic Acid Face Wash (Foam-Based),,,,,,new,FALSE,,,,,,,g,,,TRUE,199,343,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-peptide-shampoo-conditioner-xp-1,Bond Repair Kit (Shampoo + Conditioner),"<p>Be Bodywise Bond Repair Shampoo & Conditioner, enriched with <b>1% Hemi-Squalane, 0.5% Keratin Nanopeptide, and Shea Butter </b> is carefully developed to make your hair strands stronger & healthier <</p>",Be Bodywise,,Hair,"hair, Be Bodywise, hair",TRUE,Title,Default Title,05-peptide-shampoo-conditioner-xp-1,0,shopify,100,continue,manual,899,987,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/05-peptide-shampoo-conditioner/Advanced%20%20%284%29_cwbg9t.png?tr=w-600,1,Bond Repair Kit (Shampoo + Conditioner),FALSE,Bond Repair Kit (Shampoo + Conditioner),,,,,,new,FALSE,,,,,,,g,,,TRUE,899,987,active,hair,female,"female-18-25,female-25-35,female-35-plus",79,
05-peptide-shampoo-conditioner,Bond Repair Kit,"<p>Be Bodywise Bond Repair Shampoo & Conditioner, enriched with <b>1% Hemi-Squalane, 0.5% Keratin Nanopeptide, and Shea Butter </b> is carefully developed to make your hair strands stronger & healthier <</p>",Be Bodywise,,Hair,"hair, hair quallity, rough hair, dull & dry hair, Be Bodywise, hair",TRUE,Title,Default Title,05-peptide-shampoo-conditioner,0,shopify,100,continue,manual,998,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/05-peptide-shampoo-conditioner/Pep%20kit_j3wssr.jpg?tr=w-600,1,Bond Repair Kit,FALSE,Bond Repair Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,998,,active,hair,female,"female-18-25,female-25-35,female-35-plus",79,"hair quallity,rough hair,dull & dry hair"
4-aha-bha-underarm-rollon-75-v2,4% AHA BHA Underarm Roll On - 75 mL - Flora,<p>Want to feel fresh & odour-free <b>all day</b>?🤩 <br/><br/>Our 4% AHA BHA Underarm Roll On is <b>100% safe</b> with <b>0% Alcohol</b> & <b>0% Aluminium</b>. It helps to: <br/><br/>🌟 <b> Control body o</p>,Be Bodywise,,Skin,"skin, oily, sensitive, combination, pores / blackheads / whiteheads, pores / blackheads / whiteheads, acne / pimples, Be Bodywise, skin",TRUE,Title,Default Title,4-aha-bha-underarm-rollon-75-v2,0,shopify,100,continue,manual,449,498,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/4-aha-bha-underarm-rollon-75/Product_Hero%20%2817%29_mz3v3p.jpg?tr=w-600,1,4% AHA BHA Underarm Roll On - 75 mL - Flora,FALSE,4% AHA BHA Underarm Roll On - 75 mL - Flora,,,,,,new,FALSE,,,,,,,g,,,TRUE,449,498,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,"oily,sensitive,combination,pores / blackheads / whiteheads,pores / blackheads / whiteheads,acne / pimples"
05-peptide-bond-repair-shampoo,0.5% Peptide Bond Repair Shampoo,"<p>Be Bodywise Bond Repair shampoo, enriched with <b>1% Hemi-Squalane and 0.5% Keratin Nanopeptide, </b> is carefully developed to make your hair strands stronger & healthier <br/> <br/>✅ <b>Repairs dama</p>",Be Bodywise,,Hair,"hair, peptide, shampoo, damaged, Be Bodywise, hair",TRUE,Title,Default Title,05-peptide-bond-repair-shampoo,0,shopify,100,continue,manual,499,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_PeptideShampoo_150ml_kqu9pf.jpg?tr=w-600,1,0.5% Peptide Bond Repair Shampoo,FALSE,0.5% Peptide Bond Repair Shampoo,,,,,,new,FALSE,,,,,,,g,,,TRUE,499,,active,hair,female,"female-18-25,female-25-35,female-35-plus",79,"peptide,shampoo,damaged"
magnesium-glycinate-capsules-60,Magnesium Glycinate Capsules (60 N),<b>Trouble Falling Asleep?</b> <br/> You might need MAGNESIUM! <br/> <br/>✨Magnesium: The Most IGNORED Nutrient ✨ <br/> But your body needs it! 🧘🏽‍♀️💤 <br/><br/> <b>How Does Magnesium Help With Sleep?,Be Bodywise,,Sleep,"sleep, Be Bodywise, sleep",TRUE,Title,Default Title,magnesium-glycinate-capsules-60,0,shopify,100,continue,manual,499,594,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/magnesium-glycinate-gummies-60n/Mg%20gummies%20thumbnail_4icbpe.jpg?tr=w-600,1,Magnesium Glycinate Capsules (60 N),FALSE,Magnesium Glycinate Capsules (60 N),,,,,,new,FALSE,,,,,,,g,,,TRUE,499,594,active,sleep,female,"female-18-25,female-25-35,female-35-plus",70,
underarm-pigmentation-kit-no-fragrance,Underarm Pigmentation Kit - No Fragrance,<b>Want to reduce severe underarm pigmentation in just 3 months? </b><br/>We're here to help! <br><br>Our <b>Underarm Pigmentation Kit</b> contains:<br>🌟 <b>4% AHA BHA Underarm Roll On (AM Use)</b>: 1,Be Bodywise,,Skin,"skin, kit of 2, roll on, cream, kit, oily, sensitive, Be Bodywise, skin",TRUE,Title,Default Title,underarm-pigmentation-kit-no-fragrance,0,shopify,100,continue,manual,759,1039,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_PRK_FF_7y6t15.jpg?tr=w-600,1,Underarm Pigmentation Kit - No Fragrance,FALSE,Underarm Pigmentation Kit - No Fragrance,,,,,,new,FALSE,,,,,,,g,,,TRUE,759,1039,active,skin,female,"female-18-25,female-25-35,female-35-plus",70,"kit of 2,roll on,cream,kit,oily,sensitive"
